order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
997553,26156,prior,17,0,15,7.0
631850,26156,prior,18,0,14,7.0
2589005,26156,prior,19,0,18,7.0
2230205,26156,train,20,0,16,7.0
1238344,26157,prior,1,2,8,
2804406,26157,prior,2,3,13,15.0
145479,26157,prior,3,2,14,13.0
779597,26157,train,4,2,9,30.0
1690780,26158,prior,1,3,10,
588164,26158,prior,2,5,9,23.0
2107225,26158,prior,3,3,17,30.0
2216415,26158,prior,4,3,9,14.0
2925308,26158,prior,5,4,13,8.0
2999981,26158,prior,6,3,13,13.0
129758,26158,prior,7,1,10,12.0
415876,26158,prior,8,2,16,22.0
1705443,26158,prior,9,3,14,15.0
1292586,26158,prior,10,1,9,19.0
1212493,26158,prior,11,1,9,14.0
119920,26158,prior,12,1,10,21.0
1236475,26158,prior,13,2,16,29.0
3243595,26158,prior,14,2,9,21.0
2803316,26158,prior,15,3,17,8.0
3347498,26158,prior,16,5,8,30.0
3080125,26158,prior,17,5,13,7.0
121451,26158,prior,18,1,9,30.0
796832,26158,prior,19,1,16,7.0
1257162,26158,prior,20,3,16,23.0
2643924,26158,train,21,3,14,7.0
2512024,26159,prior,1,6,10,
2398218,26159,prior,2,4,17,19.0
188948,26159,prior,3,0,22,10.0
3113470,26159,prior,4,4,22,18.0
1149432,26159,prior,5,2,11,19.0
1416158,26159,prior,6,4,9,16.0
378068,26159,prior,7,1,11,4.0
1361237,26159,prior,8,0,15,6.0
1140103,26159,prior,9,0,13,7.0
1415041,26159,prior,10,5,14,5.0
1456091,26159,prior,11,3,16,12.0
2503570,26159,prior,12,0,2,11.0
1169482,26159,prior,13,3,4,3.0
2776263,26159,prior,14,6,16,10.0
935770,26159,prior,15,2,11,10.0
91304,26159,prior,16,0,19,12.0
1809727,26159,prior,17,5,10,12.0
1863080,26159,prior,18,5,5,14.0
1366017,26159,prior,19,0,4,9.0
2029281,26159,prior,20,1,17,8.0
3286389,26159,prior,21,0,15,6.0
1341686,26159,prior,22,2,11,9.0
720394,26159,prior,23,3,16,8.0
488288,26159,prior,24,1,11,12.0
3135923,26159,prior,25,6,15,5.0
2727312,26159,prior,26,0,11,8.0
1720192,26159,prior,27,2,11,9.0
234572,26159,prior,28,4,6,9.0
2898846,26159,prior,29,1,13,4.0
1506113,26159,prior,30,6,12,5.0
2547534,26159,prior,31,1,14,2.0
1435892,26159,prior,32,6,11,5.0
892358,26159,prior,33,4,13,5.0
337443,26159,prior,34,3,11,6.0
1826237,26159,prior,35,1,14,12.0
3186865,26159,prior,36,0,9,6.0
2684106,26159,prior,37,3,10,10.0
1065247,26159,prior,38,5,11,9.0
1320804,26159,prior,39,2,16,11.0
2649285,26159,prior,40,6,7,4.0
1255557,26159,prior,41,3,17,4.0
571316,26159,train,42,2,14,6.0
1759823,26160,prior,1,0,13,
1989611,26160,prior,2,4,18,30.0
3054879,26160,prior,3,2,18,19.0
2827378,26160,prior,4,0,16,26.0
1969689,26160,prior,5,0,14,21.0
1435568,26160,prior,6,6,10,13.0
802699,26160,prior,7,0,12,15.0
3135359,26160,prior,8,1,18,15.0
1945268,26160,test,9,1,17,30.0
687782,26161,prior,1,1,14,
158139,26161,prior,2,2,8,8.0
1473081,26161,prior,3,1,11,6.0
1748033,26161,prior,4,0,20,6.0
3364235,26161,prior,5,3,18,3.0
2124334,26161,prior,6,5,9,16.0
1258903,26161,prior,7,3,14,5.0
191429,26161,prior,8,6,15,10.0
226846,26161,prior,9,6,15,14.0
1209311,26161,prior,10,5,12,6.0
3080051,26161,prior,11,2,10,4.0
2751646,26161,prior,12,1,21,6.0
156258,26161,prior,13,3,23,9.0
87237,26161,prior,14,1,15,12.0
1283218,26161,prior,15,0,22,6.0
730858,26161,prior,16,0,14,14.0
1198146,26161,prior,17,1,21,8.0
2557737,26161,prior,18,0,21,6.0
2557531,26161,prior,19,2,15,9.0
955606,26161,prior,20,2,10,7.0
672905,26161,prior,21,2,8,7.0
1553164,26161,prior,22,1,13,6.0
1382060,26161,prior,23,2,13,8.0
2627965,26161,prior,24,3,9,8.0
846415,26161,prior,25,4,14,8.0
2337287,26161,prior,26,2,9,19.0
78086,26161,prior,27,3,21,15.0
2966480,26161,prior,28,5,9,16.0
295707,26161,prior,29,1,22,10.0
480167,26161,prior,30,1,21,14.0
1704649,26161,prior,31,4,10,10.0
657206,26161,prior,32,0,21,10.0
1418309,26161,prior,33,6,22,6.0
1360823,26161,prior,34,0,19,8.0
2834659,26161,prior,35,2,21,9.0
2403678,26161,prior,36,3,12,15.0
3372958,26161,prior,37,1,17,12.0
3092553,26161,prior,38,2,17,22.0
2452457,26161,train,39,0,19,5.0
3133564,26162,prior,1,2,11,
2131858,26162,prior,2,1,15,30.0
1874982,26162,prior,3,2,18,30.0
1078521,26162,prior,4,5,18,3.0
1758950,26162,prior,5,1,18,10.0
542598,26162,prior,6,1,16,21.0
2141733,26162,prior,7,1,11,14.0
3026496,26162,prior,8,5,20,11.0
2125872,26162,prior,9,3,23,12.0
1529585,26162,prior,10,2,11,27.0
2476086,26162,prior,11,2,9,7.0
1948646,26162,prior,12,1,12,6.0
887063,26162,prior,13,1,11,7.0
2382268,26162,prior,14,2,8,29.0
2063819,26162,prior,15,2,20,7.0
1495802,26162,prior,16,1,11,6.0
2975234,26162,prior,17,1,15,7.0
2947566,26162,prior,18,0,21,6.0
1206786,26162,prior,19,1,14,29.0
962745,26162,prior,20,1,11,7.0
506894,26162,train,21,1,11,30.0
2063942,26163,prior,1,4,18,
3107580,26163,prior,2,3,21,6.0
526602,26163,prior,3,1,2,12.0
3410812,26163,prior,4,1,2,14.0
849258,26163,prior,5,6,16,5.0
2981694,26163,prior,6,1,15,9.0
404685,26163,prior,7,4,18,10.0
3287966,26163,prior,8,5,15,8.0
803493,26163,prior,9,4,13,13.0
80538,26163,prior,10,0,15,10.0
496287,26163,prior,11,1,15,8.0
1057692,26163,prior,12,0,12,13.0
1938241,26163,prior,13,3,16,3.0
1148924,26163,prior,14,0,13,11.0
824560,26163,prior,15,1,15,15.0
517660,26163,prior,16,5,12,18.0
639537,26163,prior,17,3,15,12.0
1690972,26163,prior,18,0,14,18.0
2025403,26163,prior,19,1,2,8.0
2158812,26163,prior,20,2,3,15.0
1308706,26163,prior,21,0,0,12.0
52778,26163,prior,22,0,16,7.0
3075453,26163,prior,23,1,15,22.0
2155110,26163,prior,24,3,16,9.0
3156491,26163,prior,25,4,23,22.0
3306012,26163,prior,26,1,15,4.0
1331769,26163,prior,27,0,13,6.0
2265065,26163,prior,28,1,11,8.0
1699418,26163,prior,29,2,14,8.0
3016869,26163,prior,30,6,16,11.0
327948,26163,prior,31,2,15,24.0
2795352,26163,prior,32,0,17,12.0
1073730,26163,test,33,3,15,10.0
2396148,26164,prior,1,0,7,
2546382,26164,prior,2,3,14,10.0
658578,26164,prior,3,6,10,3.0
1320055,26164,prior,4,3,10,4.0
3148835,26164,prior,5,5,14,2.0
1616712,26164,prior,6,3,16,5.0
734804,26164,prior,7,1,15,12.0
1583802,26164,prior,8,3,14,16.0
329424,26164,prior,9,4,18,1.0
3331352,26164,prior,10,0,18,3.0
3369657,26164,prior,11,1,8,8.0
1502027,26164,prior,12,1,8,7.0
772197,26164,prior,13,3,16,9.0
1048816,26164,prior,14,0,9,4.0
422126,26164,prior,15,4,16,4.0
1847040,26164,prior,16,1,15,4.0
3093559,26164,prior,17,6,16,5.0
1491853,26164,prior,18,1,15,9.0
1425667,26164,prior,19,1,14,14.0
1699978,26164,prior,20,4,15,3.0
3222904,26164,prior,21,6,16,2.0
784487,26164,prior,22,3,8,4.0
367255,26164,prior,23,5,19,2.0
1642746,26164,prior,24,3,7,5.0
366212,26164,prior,25,1,13,5.0
2212377,26164,prior,26,1,10,7.0
1834633,26164,prior,27,2,9,8.0
2931030,26164,prior,28,1,8,6.0
2101761,26164,prior,29,0,15,6.0
261957,26164,prior,30,5,11,5.0
1648784,26164,prior,31,1,14,3.0
1778997,26164,prior,32,5,8,4.0
739817,26164,prior,33,2,8,11.0
3121230,26164,prior,34,6,8,4.0
2201749,26164,prior,35,2,11,3.0
2103871,26164,prior,36,5,15,3.0
41297,26164,prior,37,0,14,2.0
2127049,26164,prior,38,1,10,8.0
1309540,26164,prior,39,1,15,7.0
111951,26164,prior,40,4,15,3.0
965841,26164,prior,41,0,15,3.0
3398188,26164,prior,42,5,14,5.0
2486012,26164,prior,43,0,15,30.0
2904493,26164,prior,44,2,16,2.0
401617,26164,prior,45,0,14,5.0
2030333,26164,prior,46,0,8,7.0
1000154,26164,prior,47,0,10,7.0
722908,26164,prior,48,0,11,7.0
764568,26164,prior,49,3,13,3.0
3101312,26164,prior,50,4,13,1.0
94857,26164,prior,51,0,15,3.0
3153949,26164,prior,52,3,21,3.0
2910541,26164,prior,53,0,11,4.0
442486,26164,prior,54,0,11,14.0
2776648,26164,prior,55,3,6,3.0
3301030,26164,prior,56,1,11,5.0
658633,26164,prior,57,2,15,1.0
452463,26164,prior,58,1,9,6.0
3369072,26164,train,59,1,7,7.0
3106248,26165,prior,1,4,12,
3314542,26165,prior,2,6,10,16.0
82402,26165,prior,3,4,7,26.0
1632878,26165,prior,4,3,6,6.0
2407492,26165,prior,5,6,9,24.0
2069261,26165,prior,6,4,15,19.0
1794249,26165,prior,7,4,8,7.0
258167,26165,prior,8,2,5,19.0
2778151,26165,prior,9,6,8,30.0
771175,26165,prior,10,0,9,8.0
1823713,26165,train,11,6,17,20.0
760062,26166,prior,1,0,9,
854182,26166,prior,2,5,15,30.0
3210030,26166,prior,3,0,14,30.0
2873350,26166,prior,4,0,15,7.0
1838770,26166,prior,5,0,13,14.0
1570422,26166,prior,6,3,16,30.0
1448144,26166,prior,7,5,16,9.0
2573170,26166,train,8,0,16,30.0
769216,26167,prior,1,1,16,
194800,26167,prior,2,2,17,29.0
879820,26167,prior,3,3,14,22.0
1447462,26167,train,4,1,8,26.0
2137340,26168,prior,1,3,14,
2618304,26168,prior,2,4,6,8.0
360706,26168,prior,3,0,19,24.0
290535,26168,prior,4,3,17,30.0
1511723,26168,prior,5,0,12,25.0
961645,26168,prior,6,3,17,24.0
727913,26168,prior,7,2,18,30.0
747814,26168,prior,8,5,16,10.0
2920733,26168,prior,9,1,17,30.0
3108881,26168,train,10,3,18,9.0
431135,26169,prior,1,6,11,
1026120,26169,prior,2,0,3,8.0
96457,26169,prior,3,6,23,20.0
534032,26169,prior,4,3,8,11.0
1102758,26169,prior,5,2,14,6.0
994124,26169,prior,6,6,14,25.0
1407102,26169,prior,7,5,13,13.0
1006120,26169,prior,8,3,22,12.0
2979061,26169,prior,9,6,13,10.0
3236044,26169,prior,10,2,15,30.0
1793018,26169,prior,11,3,10,15.0
2210822,26169,prior,12,3,13,30.0
3414242,26169,train,13,4,11,22.0
1770608,26170,prior,1,5,13,
2283566,26170,prior,2,6,12,30.0
941673,26170,prior,3,2,12,17.0
1882730,26170,test,4,5,8,10.0
1546444,26171,prior,1,4,16,
3182378,26171,prior,2,2,18,30.0
280258,26171,prior,3,3,16,22.0
2986689,26171,prior,4,5,15,30.0
3116738,26171,prior,5,6,13,30.0
1434257,26171,prior,6,2,15,17.0
526792,26171,prior,7,4,11,16.0
2869686,26171,prior,8,4,21,30.0
2927876,26171,train,9,4,16,30.0
1447230,26172,prior,1,1,13,
893889,26172,prior,2,0,15,20.0
3286757,26172,prior,3,4,9,30.0
1774174,26172,prior,4,2,18,5.0
496854,26172,prior,5,2,11,7.0
547803,26172,prior,6,2,15,14.0
914552,26172,prior,7,0,13,12.0
1325405,26172,prior,8,0,15,30.0
312756,26172,prior,9,3,22,17.0
2659842,26172,prior,10,1,15,30.0
540129,26172,prior,11,0,12,6.0
436028,26172,prior,12,1,15,8.0
3017410,26172,prior,13,4,7,30.0
2335865,26172,prior,14,0,13,10.0
436608,26172,prior,15,0,12,7.0
3406986,26172,prior,16,6,9,6.0
2764890,26172,prior,17,3,5,18.0
3281342,26172,prior,18,6,9,10.0
212211,26172,prior,19,6,19,7.0
2641833,26172,prior,20,0,12,8.0
1630053,26172,prior,21,6,20,6.0
2551083,26172,prior,22,6,10,7.0
2332507,26172,prior,23,6,17,0.0
2748291,26172,train,24,6,15,21.0
1540335,26173,prior,1,2,15,
166419,26173,prior,2,3,15,8.0
1146314,26173,prior,3,4,12,8.0
2550297,26173,prior,4,5,15,8.0
741402,26173,prior,5,2,10,4.0
2096517,26173,prior,6,3,13,30.0
2074583,26173,prior,7,3,12,30.0
2231068,26173,prior,8,4,15,29.0
2400885,26173,prior,9,1,12,30.0
1876100,26173,prior,10,2,14,30.0
310011,26173,prior,11,3,12,15.0
1246321,26173,prior,12,3,14,0.0
3084217,26173,prior,13,1,10,19.0
90232,26173,prior,14,3,19,30.0
688774,26173,prior,15,2,16,30.0
470844,26173,test,16,2,16,0.0
382647,26174,prior,1,6,14,
1014808,26174,prior,2,0,11,15.0
855770,26174,prior,3,5,14,5.0
995566,26174,prior,4,6,8,22.0
1596836,26174,prior,5,3,11,11.0
1396430,26174,test,6,5,19,9.0
944819,26175,prior,1,6,17,
2265053,26175,prior,2,6,16,28.0
1762256,26175,prior,3,1,11,16.0
1182476,26175,prior,4,6,13,5.0
1314910,26175,prior,5,0,16,29.0
1860727,26175,prior,6,3,15,10.0
2137860,26175,prior,7,4,17,1.0
1292180,26175,prior,8,1,13,11.0
3254157,26175,prior,9,0,12,6.0
2228295,26175,prior,10,6,17,6.0
2688260,26175,prior,11,0,14,15.0
770284,26175,prior,12,2,20,9.0
109555,26175,prior,13,6,12,4.0
774251,26175,prior,14,3,15,11.0
323152,26175,prior,15,2,15,6.0
3235441,26175,prior,16,1,14,13.0
2982024,26175,prior,17,2,20,8.0
626586,26175,prior,18,1,18,13.0
1986846,26175,prior,19,3,15,9.0
2894369,26175,prior,20,6,14,3.0
1562175,26175,prior,21,4,13,12.0
2265779,26175,prior,22,5,17,1.0
718757,26175,prior,23,2,17,4.0
2729388,26175,prior,24,1,16,6.0
2769886,26175,prior,25,4,15,10.0
3344614,26175,prior,26,1,13,4.0
2433104,26175,prior,27,3,16,2.0
604,26175,test,28,1,11,12.0
1473306,26176,prior,1,2,12,
2130583,26176,prior,2,2,15,0.0
1939652,26176,prior,3,6,19,11.0
1709247,26176,prior,4,6,17,7.0
1833258,26176,prior,5,5,11,6.0
1932223,26176,prior,6,5,14,7.0
2686029,26176,prior,7,2,10,11.0
2459969,26176,prior,8,1,14,6.0
1839918,26176,prior,9,6,13,5.0
903294,26176,prior,10,1,13,2.0
1346811,26176,prior,11,3,8,9.0
2768842,26176,prior,12,3,11,7.0
2563463,26176,prior,13,3,11,0.0
2531313,26176,prior,14,1,12,5.0
2780480,26176,prior,15,6,19,12.0
2888456,26176,test,16,4,9,5.0
194064,26177,prior,1,1,10,
3005475,26177,prior,2,1,10,7.0
2435828,26177,prior,3,1,10,7.0
2040102,26177,prior,4,1,12,7.0
3236466,26177,prior,5,1,11,7.0
2812383,26177,test,6,1,9,7.0
205439,26178,prior,1,0,8,
1104048,26178,prior,2,0,17,30.0
2484785,26178,prior,3,3,21,17.0
3214831,26178,prior,4,1,21,5.0
1445215,26178,prior,5,1,18,7.0
1955496,26178,test,6,1,18,30.0
1905379,26179,prior,1,1,18,
1260308,26179,prior,2,2,13,8.0
1592048,26179,prior,3,1,15,13.0
820758,26179,prior,4,4,12,10.0
2560443,26179,test,5,6,16,16.0
3098088,26180,prior,1,6,9,
720305,26180,prior,2,6,11,30.0
674229,26180,prior,3,4,19,5.0
2331976,26180,prior,4,4,18,7.0
701040,26180,prior,5,1,9,4.0
290029,26180,train,6,4,18,10.0
2534158,26181,prior,1,4,11,
1887102,26181,prior,2,2,19,30.0
2905682,26181,prior,3,2,13,21.0
1795047,26181,prior,4,6,15,4.0
1836804,26181,prior,5,6,18,30.0
400430,26181,prior,6,0,15,30.0
676716,26181,prior,7,6,10,30.0
1480383,26181,prior,8,4,16,5.0
1626039,26181,train,9,1,14,18.0
1991175,26182,prior,1,0,15,
2265826,26182,prior,2,0,15,28.0
3003648,26182,prior,3,1,20,8.0
1992548,26182,train,4,5,16,30.0
2490090,26183,prior,1,2,8,
1134951,26183,prior,2,4,11,9.0
672234,26183,prior,3,1,10,11.0
2851092,26183,prior,4,3,8,2.0
2114660,26183,prior,5,2,10,6.0
2605087,26183,prior,6,0,16,5.0
831921,26183,prior,7,6,9,30.0
2618396,26183,prior,8,1,9,2.0
354356,26183,prior,9,2,7,1.0
719585,26183,prior,10,4,11,2.0
1618783,26183,prior,11,1,11,4.0
1009243,26183,prior,12,3,16,2.0
3045399,26183,prior,13,4,15,1.0
1471333,26183,prior,14,1,15,4.0
444690,26183,prior,15,4,14,3.0
1107013,26183,prior,16,5,17,1.0
966552,26183,prior,17,4,18,6.0
351,26183,prior,18,5,14,1.0
1470124,26183,prior,19,1,12,3.0
1722514,26183,prior,20,2,11,8.0
2338294,26183,prior,21,2,19,7.0
2960149,26183,prior,22,5,11,3.0
776379,26183,prior,23,3,12,5.0
2770367,26183,prior,24,5,12,2.0
2922070,26183,test,25,2,10,30.0
2053022,26184,prior,1,5,12,
2681824,26184,prior,2,5,12,7.0
3332531,26184,prior,3,1,0,10.0
885170,26184,prior,4,0,9,6.0
2886076,26184,prior,5,2,16,23.0
3016022,26184,test,6,5,12,17.0
2470695,26185,prior,1,5,9,
891709,26185,prior,2,5,19,7.0
1471103,26185,prior,3,3,22,19.0
434729,26185,prior,4,6,16,24.0
947603,26185,prior,5,4,23,5.0
178022,26185,prior,6,1,13,11.0
1477935,26185,prior,7,4,18,24.0
1351395,26185,prior,8,0,20,10.0
1299103,26185,prior,9,1,12,8.0
127728,26185,prior,10,4,15,10.0
238606,26185,prior,11,2,15,5.0
291895,26185,prior,12,6,10,4.0
2492811,26185,prior,13,6,17,7.0
3299324,26185,prior,14,0,16,8.0
2161653,26185,prior,15,0,13,7.0
1339533,26185,prior,16,0,14,7.0
733046,26185,prior,17,0,16,7.0
137273,26185,prior,18,0,0,7.0
2398731,26185,prior,19,6,14,13.0
834515,26185,prior,20,3,11,11.0
3207059,26185,prior,21,4,16,8.0
2188321,26185,prior,22,6,10,16.0
123877,26185,prior,23,4,17,26.0
2535434,26185,prior,24,6,16,16.0
1793318,26185,prior,25,0,9,8.0
3206704,26185,prior,26,0,13,14.0
2544694,26185,prior,27,0,16,7.0
1039609,26185,prior,28,1,15,22.0
2054649,26185,prior,29,0,12,6.0
2570571,26185,prior,30,4,11,4.0
626218,26185,prior,31,1,18,11.0
1185492,26185,prior,32,3,15,9.0
379756,26185,train,33,6,14,3.0
992686,26186,prior,1,2,13,
1578816,26186,prior,2,3,12,1.0
1600575,26186,prior,3,3,20,0.0
996191,26186,prior,4,3,20,7.0
3019624,26186,prior,5,0,17,18.0
2865920,26186,prior,6,3,13,3.0
1107463,26186,prior,7,2,9,6.0
2984554,26186,prior,8,1,9,30.0
976258,26186,prior,9,5,22,4.0
2188864,26186,test,10,5,13,28.0
1128583,26187,prior,1,1,9,
902755,26187,prior,2,0,18,30.0
1995838,26187,prior,3,0,10,30.0
576121,26187,test,4,1,10,22.0
1067793,26188,prior,1,3,13,
3284611,26188,prior,2,0,7,11.0
2186500,26188,prior,3,1,18,1.0
146850,26188,prior,4,6,21,5.0
284503,26188,prior,5,2,10,3.0
694934,26188,prior,6,5,10,3.0
332871,26188,prior,7,0,10,2.0
467382,26188,prior,8,4,11,4.0
3112129,26188,prior,9,0,19,3.0
2515280,26188,prior,10,4,10,4.0
1248799,26188,prior,11,0,13,3.0
1424172,26188,prior,12,1,12,1.0
2683677,26188,prior,13,5,16,4.0
830784,26188,prior,14,3,15,5.0
1137005,26188,prior,15,1,13,5.0
1816330,26188,prior,16,6,9,5.0
92568,26188,train,17,0,9,1.0
2425534,26189,prior,1,0,17,
2543791,26189,prior,2,3,12,17.0
1290780,26189,prior,3,4,21,1.0
3412242,26189,prior,4,5,17,1.0
515283,26189,prior,5,1,22,3.0
2082255,26189,prior,6,3,13,9.0
2411143,26189,prior,7,3,11,7.0
2525748,26189,prior,8,3,10,7.0
452744,26189,prior,9,2,13,20.0
8434,26189,prior,10,5,11,3.0
361183,26189,prior,11,6,17,1.0
695995,26189,prior,12,1,10,2.0
2071930,26189,prior,13,2,19,1.0
2687417,26189,prior,14,4,9,30.0
816847,26189,prior,15,6,14,16.0
956116,26189,prior,16,4,13,19.0
1863418,26189,prior,17,0,18,24.0
700342,26189,prior,18,4,18,11.0
2768801,26189,prior,19,3,9,13.0
1198234,26189,prior,20,0,16,11.0
588029,26189,test,21,4,10,4.0
2183998,26190,prior,1,2,11,
1862850,26190,prior,2,6,15,11.0
1240783,26190,prior,3,4,16,5.0
2949849,26190,prior,4,1,8,11.0
1874680,26190,prior,5,1,13,7.0
840297,26190,prior,6,6,11,5.0
1299161,26190,prior,7,4,8,12.0
3306372,26190,prior,8,5,10,8.0
3181455,26190,prior,9,4,9,6.0
1508782,26190,prior,10,1,21,4.0
1788008,26190,prior,11,3,18,9.0
1364650,26190,prior,12,5,16,9.0
2960903,26190,prior,13,4,8,20.0
949281,26190,prior,14,6,16,16.0
74380,26190,prior,15,1,9,9.0
3279530,26190,prior,16,5,14,30.0
2385783,26190,prior,17,1,13,30.0
2359522,26190,train,18,6,10,30.0
573053,26191,prior,1,6,11,
581894,26191,prior,2,2,11,17.0
3078323,26191,prior,3,1,18,6.0
2241059,26191,prior,4,3,19,30.0
2306891,26191,prior,5,5,13,23.0
501123,26191,prior,6,3,13,19.0
2772305,26191,train,7,1,9,5.0
2507522,26192,prior,1,5,11,
1895311,26192,prior,2,3,22,5.0
597331,26192,prior,3,5,14,9.0
3153061,26192,test,4,4,18,6.0
421160,26193,prior,1,6,17,
643890,26193,prior,2,2,18,3.0
2327069,26193,prior,3,0,16,5.0
1344705,26193,prior,4,3,12,3.0
3263035,26193,prior,5,5,15,9.0
3076876,26193,prior,6,6,15,8.0
453560,26193,prior,7,0,13,30.0
267854,26193,prior,8,1,13,8.0
1186992,26193,prior,9,6,9,5.0
1153588,26193,prior,10,3,13,4.0
964724,26193,prior,11,5,12,2.0
2482018,26193,prior,12,5,18,7.0
1778301,26193,prior,13,5,18,7.0
401499,26193,prior,14,5,17,7.0
192784,26193,prior,15,5,16,7.0
2203331,26193,prior,16,5,18,14.0
1165499,26193,prior,17,5,22,7.0
1727672,26193,prior,18,5,18,7.0
1536189,26193,prior,19,5,22,14.0
2423229,26193,prior,20,0,1,2.0
2973790,26193,prior,21,5,20,5.0
2433259,26193,prior,22,5,19,7.0
2132021,26193,prior,23,6,11,8.0
897774,26193,prior,24,5,18,6.0
880429,26193,prior,25,1,18,3.0
1457038,26193,prior,26,6,18,12.0
21377,26193,prior,27,5,22,6.0
2148720,26193,prior,28,5,0,7.0
957877,26193,train,29,6,8,8.0
1007525,26194,prior,1,1,15,
1975475,26194,prior,2,4,11,3.0
1684968,26194,prior,3,3,16,6.0
2750949,26194,prior,4,4,16,8.0
2734468,26194,prior,5,1,16,11.0
250518,26194,prior,6,4,16,3.0
834994,26194,prior,7,5,11,1.0
882496,26194,prior,8,5,14,7.0
2517513,26194,prior,9,3,9,5.0
1789757,26194,prior,10,5,10,30.0
1683946,26194,prior,11,2,14,30.0
3304507,26194,prior,12,3,16,8.0
2521082,26194,prior,13,3,13,7.0
2440561,26194,prior,14,5,11,9.0
2114657,26194,prior,15,3,13,30.0
260737,26194,prior,16,5,10,9.0
2921866,26194,prior,17,1,17,3.0
851340,26194,test,18,2,9,30.0
2359857,26195,prior,1,3,16,
1866351,26195,prior,2,1,16,12.0
723864,26195,prior,3,1,17,14.0
2013681,26195,prior,4,0,12,13.0
3088233,26195,prior,5,1,17,22.0
2573963,26195,prior,6,1,18,14.0
2384727,26195,prior,7,2,15,30.0
1361435,26195,prior,8,4,17,30.0
1340628,26195,prior,9,2,16,30.0
2797690,26195,prior,10,2,17,30.0
1714239,26195,prior,11,1,17,20.0
1028451,26195,prior,12,1,16,30.0
1023806,26195,train,13,1,19,14.0
3222774,26196,prior,1,4,12,
1371936,26196,prior,2,5,11,15.0
2634806,26196,prior,3,0,12,9.0
628711,26196,train,4,6,16,6.0
2153417,26197,prior,1,1,16,
1787921,26197,prior,2,2,15,8.0
2540913,26197,prior,3,2,15,30.0
1281080,26197,train,4,1,18,30.0
2451838,26198,prior,1,2,11,
1603234,26198,prior,2,3,12,22.0
2688874,26198,prior,3,2,14,30.0
143209,26198,prior,4,4,14,23.0
3188200,26198,prior,5,4,11,7.0
535087,26198,prior,6,4,12,21.0
1450924,26198,prior,7,4,16,7.0
2946324,26198,prior,8,3,14,30.0
372176,26198,train,9,4,16,8.0
1577553,26199,prior,1,3,21,
3050540,26199,prior,2,2,13,6.0
963473,26199,prior,3,1,15,27.0
2072627,26199,prior,4,1,13,7.0
628029,26199,prior,5,2,21,8.0
400228,26199,prior,6,4,13,9.0
2078131,26199,prior,7,1,17,4.0
2639397,26199,prior,8,1,13,7.0
2206558,26199,prior,9,0,19,6.0
488451,26199,prior,10,0,13,7.0
2634845,26199,prior,11,1,19,8.0
2360807,26199,prior,12,4,9,3.0
382149,26199,prior,13,5,17,1.0
385594,26199,prior,14,3,11,5.0
391506,26199,prior,15,4,12,8.0
1491376,26199,prior,16,2,13,5.0
2112569,26199,prior,17,6,17,4.0
404483,26199,prior,18,1,22,2.0
2033570,26199,prior,19,3,17,2.0
3419936,26199,prior,20,0,12,4.0
803904,26199,prior,21,5,11,5.0
1646799,26199,prior,22,0,16,2.0
667223,26199,prior,23,1,18,1.0
881947,26199,prior,24,4,15,3.0
711029,26199,prior,25,1,21,4.0
2162582,26199,prior,26,1,13,7.0
1638694,26199,prior,27,0,18,6.0
977394,26199,prior,28,3,13,3.0
1970330,26199,prior,29,0,12,4.0
478068,26199,prior,30,2,15,2.0
1842675,26199,prior,31,0,16,5.0
3031020,26199,prior,32,0,17,7.0
468450,26199,prior,33,3,11,3.0
872297,26199,prior,34,6,13,3.0
74691,26199,prior,35,1,17,2.0
3381795,26199,prior,36,5,17,4.0
1516556,26199,prior,37,1,13,3.0
2914301,26199,prior,38,3,19,2.0
2107082,26199,prior,39,6,11,3.0
2007390,26199,prior,40,0,8,1.0
1006126,26199,prior,41,2,10,2.0
1912779,26199,prior,42,4,15,2.0
343352,26199,prior,43,0,13,3.0
1121408,26199,prior,44,1,17,8.0
2910144,26199,prior,45,4,21,3.0
875950,26199,prior,46,6,15,2.0
1885297,26199,prior,47,1,13,2.0
2330485,26199,prior,48,6,14,5.0
2574071,26199,prior,49,6,9,7.0
136421,26199,prior,50,2,6,3.0
2866713,26199,prior,51,5,14,3.0
2120802,26199,prior,52,3,10,5.0
1377420,26199,prior,53,6,11,3.0
514311,26199,prior,54,0,11,1.0
779176,26199,prior,55,3,19,3.0
3230228,26199,prior,56,6,16,3.0
477441,26199,prior,57,5,8,6.0
1923399,26199,prior,58,6,9,1.0
2311992,26199,prior,59,0,9,1.0
745841,26199,prior,60,6,7,6.0
540628,26199,prior,61,6,17,7.0
2872703,26199,prior,62,1,19,2.0
1950271,26199,prior,63,6,18,5.0
2814456,26199,prior,64,1,9,2.0
1748700,26199,prior,65,6,16,5.0
177226,26199,prior,66,0,12,1.0
3210944,26199,prior,67,6,19,6.0
3222932,26199,prior,68,2,13,10.0
527779,26199,prior,69,5,15,3.0
2609138,26199,prior,70,3,20,5.0
9876,26199,prior,71,0,10,4.0
1755672,26199,prior,72,6,10,6.0
3162452,26199,test,73,0,15,1.0
143795,26200,prior,1,3,18,
2414553,26200,prior,2,1,18,19.0
789982,26200,prior,3,0,19,6.0
2134938,26200,prior,4,2,13,2.0
628961,26200,prior,5,2,11,14.0
1470837,26200,prior,6,5,0,10.0
